title;price;place;date 
Черный дом;1987;online;28.7.2000
Ночная стража;2971;offline;17.5.2004
Ребекка;4897;online;14.11.2003
Осиная фабрика;2259;offline;12.9.2022
Великий Гэтсби;2597;online;28.4.2009
Ребекка;2110;offline;4.7.2020
Хроники Нарнии;3317;online;3.11.2010
Недовольство культурой;1659;offline;26.1.2009
Дракула;4469;online;14.10.2012
Заводной апельсин;1691;online;15.3.2013
Бойня номер пять, или Крестовый поход детей;4710;online;26.1.2013
Двенадцать стульев;1662;online;15.7.2017
Бесконечная история;4760;offline;24.6.2021
Три товарища;3441;online;23.5.2005
Двенадцать стульев;3621;online;12.3.2016
Преступление и наказание;1644;online;17.11.2021
Убить пересмешника;1367;offline;2.9.2023
Страх и отвращение в Лас-Вегасе;2967;online;1.7.2005
Страх и отвращение в Лас-Вегасе;4374;offline;19.11.2023
На игле;3121;online;27.8.2010
Убить пересмешника;4072;offline;2.8.2019
Бесконечная история;2066;offline;20.5.2010
Ночная стража;1591;online;22.6.2005
Недовольство культурой;1060;offline;14.4.2004
Падение дома Ашеров;784;online;25.9.2000
Двенадцать стульев;4433;offline;8.3.2001
На игле;4443;offline;7.11.2003
Три товарища;4585;online;9.5.2014
Американские горки;1464;online;2.7.2010
Американские горки;4649;offline;17.2.2002
Лолита;2377;offline;27.2.2006
Гроздья гнева;4275;online;3.4.2017
Волхв;1179;offline;26.11.2013
Сумерки;4835;online;26.8.2003
Звездная пыль;4745;online;18.12.2012
Темная башня;1050;online;22.11.2014
Аутсайдеры;1855;online;12.7.2010
Ватек;4811;offline;1.2.2017
Ватек;4049;online;16.12.2023
Бесконечная история;3160;online;15.7.2017
Заводной апельсин;2909;online;14.12.2018
Сквозь время;3864;online;11.2.2000
Преступление и наказание;3301;offline;16.3.2013
Ночная стража;4606;offline;4.10.2013
Ватек;1667;online;10.9.2020
Американские горки;3020;offline;9.5.2016
Бесконечная история;772;online;22.2.2023
Возвращение в Брайдсхед;3220;online;13.12.2014
Город призраков;1309;offline;21.10.2009
Хроники Нарнии;784;offline;19.5.2001
Возвращение в Брайдсхед;3096;online;20.11.2008
Приключения Гекльберри Финна;747;online;24.5.2018
О дивный новый мир;1828;offline;25.5.2023
Белый шум;4874;offline;22.2.2017
Белый шум;2279;offline;16.11.2016
Преступление и наказание;3745;offline;10.6.2010
Планета обезьян;1893;offline;25.3.2012
Падение дома Ашеров;4880;offline;10.12.2013
Черный дом;4526;online;3.2.2018
Недовольство культурой;1481;offline;24.1.2012
Бесконечная история;2079;offline;22.1.2008
Город призраков;1829;offline;23.7.2018
Вещие сестрички;2685;offline;5.8.2005
Лолита;3616;offline;15.1.2001
Заводной апельсин;3022;online;11.8.2003
Франкенштейн;935;offline;7.12.2001
Три товарища;1348;online;14.12.2022
Лолита;2830;offline;6.1.2001
Двенадцать стульев;1557;online;14.12.2003
Черный дом;4864;offline;6.1.2023
Ночная стража;1503;online;11.5.2012
Процесс;4844;offline;15.1.2004
Лолита;2218;online;15.6.2006
Преступление и наказание;3798;online;21.12.2016
На игле;622;online;17.6.2020
Дюна;845;online;14.3.2010
Три товарища;3648;offline;23.11.2013
Котлован;3635;online;16.7.2007
Три товарища;537;offline;8.12.2019
Великий Гэтсби;3078;online;23.5.2005
Ватек;4546;online;27.9.2000
Преступление и наказание;3242;online;12.2.2014
Приключения Гекльберри Финна;2343;offline;14.10.2005
Великий Гэтсби;4710;online;3.5.2013
Хроники Нарнии;1242;offline;4.3.2001
Граф Монте-Кристо;4661;online;12.12.2000
Аутсайдеры;4530;online;27.5.2010
Гроздья гнева;3208;online;24.6.2006
Темная башня;693;online;10.4.2011
На игле;4347;offline;5.1.2002
Котлован;1305;offline;9.2.2004
Хроники Нарнии;1894;offline;27.12.2013
Ночная стража;1927;offline;20.9.2013
Американские горки;3600;online;20.5.2011
Двенадцать стульев;4540;offline;21.12.2018
Двенадцать стульев;2869;offline;8.11.2015
Возвращение в Брайдсхед;1172;online;13.10.2018
Три товарища;3222;online;23.6.2021
Исчезнувшая;4651;online;1.3.2007
Ночная стража;1079;offline;6.3.2015
Белый шум;3085;offline;25.2.2002
Цветы для Элджернона;2780;offline;11.7.2014
Бойня номер пять, или Крестовый поход детей;2709;online;8.7.2017
Американские горки;3599;online;23.2.2003
Великий Гэтсби;1269;offline;10.10.2023
Двенадцать стульев;4484;offline;5.1.2013
Сумерки;2844;offline;6.10.2005
Гроздья гнева;2474;offline;7.10.2011
Гроздья гнева;3607;online;3.8.2004
Рассказ мертвецов;2541;offline;21.10.2004
Осиная фабрика;641;offline;12.2.2011
Гроздья гнева;3571;online;14.3.2001
Сумерки;3612;online;9.1.2002
Темная башня;2632;offline;24.11.2013
Котлован;4928;online;8.6.2015
На игле;1782;online;26.11.2004
Цветы для Элджернона;730;offline;21.2.2020
Котлован;2443;online;19.4.2005
Планета обезьян;1423;offline;7.2.2005
451 градус по Фаренгейту;4534;online;21.3.2002
Процесс;2512;online;3.4.2019
Котлован;2428;offline;10.4.2023
Аутсайдеры;4602;online;7.8.2010
О дивный новый мир;2674;offline;27.10.2006
Дюна;758;offline;7.12.2021
Планета обезьян;2224;online;10.2.2007
Возвращение в Брайдсхед;2447;offline;20.10.2014
Звездная пыль;1867;offline;8.9.2005
1984;2677;online;19.3.2008
Граф Монте-Кристо;4780;offline;20.7.2015
Черный дом;512;offline;15.5.2020
Дюна;4644;offline;10.1.2021
Падение дома Ашеров;4004;online;6.9.2010
Ватек;2444;offline;8.10.2022
Вещие сестрички;4014;online;4.7.2000
Заводной апельсин;1930;offline;9.3.2003
Планета обезьян;3450;online;19.7.2010
Приключения Гекльберри Финна;621;online;26.6.2004
Приключения Гекльберри Финна;2059;online;23.3.2014
Убить пересмешника;1513;online;15.5.2015
Молот ведьм;3199;online;28.9.2011
Процесс;3378;online;21.9.2011
Ребекка;3130;offline;21.2.2012
Сумерки;1703;offline;25.3.2012
Волхв;4836;offline;2.11.2015
Вещие сестрички;4305;online;28.5.2010
Ночная стража;2337;offline;22.7.2001
Город призраков;4638;online;20.12.2015
Процесс;2464;online;17.11.2005
Недовольство культурой;2653;online;3.2.2023
Недовольство культурой;1818;online;1.12.2016
На игле;1168;online;2.10.2010
Котлован;1795;offline;27.11.2013
Американские горки;2189;online;9.4.2020
На игле;3003;online;5.2.2000
Американские горки;2797;offline;25.7.2013
На игле;4574;online;15.8.2008
1984;771;online;2.2.2019
Ночная стража;4293;offline;18.6.2021
Черный дом;922;online;26.12.2018
Город призраков;3537;online;26.11.2018
Лолита;1428;offline;27.1.2020
Волхв;549;online;3.11.2021
Котлован;4073;online;11.11.2023
Дюна;2908;online;2.1.2020
Аутсайдеры;1072;offline;22.10.2004
Ватек;3896;offline;4.12.2004
Под стеклянным колпаком;4663;offline;11.1.2016
Ночная стража;2623;offline;15.2.2018
Молот ведьм;4909;online;6.7.2012
